Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-10-76 (Commercial High Rise),151 West 34 St.,Manhattan,4/4/12 15:32,4/5/12 8:48,40.75043897,-73.98929516
Structural-Collapse,West 34 Street & 11 Avenue,Manhattan,4/3/12 19:24,4/5/12 12:25,40.75578073,-74.00198521
Fire-4th Alarm,95-49  Tuckerton St,Queens,12/17/12 9:11,12/17/12 17:57,40.70001966,-73.80128427
LawEnforcement-Suspicious Package,West 41th Street & 8th Avenue,Manhattan,12/18/12 7:07,12/18/12 8:12,40.75656808,-73.99027597
Rescue-Confined Space,Throop Avenue & Wallabout Street,Brooklyn,12/18/12 11:13,12/18/12 12:20,40.70278374,-73.9469072
Structural-Scaffold,249 W. 34th Street,Manhattan,5/23/13 17:01,5/24/13 11:45,40.7517567,-73.99241696
Structural-Sinkhole,5 University Place,Manhattan,5/24/13 11:56,5/24/13 13:49,40.7309242,-73.99536356
LawEnforcement-Suspicious Package,100 Gold St.,Manhattan,5/24/13 15:12,5/24/13 20:45,40.71042911,-74.00391722
Structural-Stability Problem,34 North 7th Street,Brooklyn,5/26/13 12:12,5/27/13 10:59,40.72035063,-73.96176715
Fire-2nd Alarm,,Brooklyn,12/9/14 0:04,12/9/14 3:19,,
Structural-Other,347 West 19 Street,Manhattan,9/10/16 10:36,,40.74341839,-74.00163118
Utility-Power Outage,662 Myrtle Avenue,Brooklyn,9/9/16 23:48,,40.69441659,-73.95747628
Structural-Partial Collapse,344 Saint Marks Ave,Brooklyn,12/18/12 11:21,12/18/12 13:23,40.67765111,-73.96433333
Rescue-Confined Space,290 Locust ave,Bronx,12/18/12 22:31,12/18/12 23:06,40.80313051,-73.90627478
Utility-Sewer Service,14-42 Pinson Street,Queens,12/14/12 16:45,12/19/12 11:41,40.60922571,-73.75483869
HazMat-Fuel,3075  Richmond Terrace,Staten Island,12/15/12 8:54,,40.63795185,-74.16197739
Rescue-Confined Space,22 East 38 St.,Manhattan,12/20/12 16:42,12/20/12 18:31,40.75017714,-73.98089667
Utility-Power Outage,88-00 Shore Front Parkway,Queens,12/21/12 7:01,12/21/12 9:31,40.58470424,-73.81197446
Structural-Scaffold,813 47 Street,Brooklyn,12/21/12 4:33,12/21/12 12:08,40.64249051,-74.00143413
Fire-Haz Mat,59 West 73 Street,Manhattan,4/30/14 23:39,5/1/14 5:17,40.7776431,-73.9771987
Structural-Land Slide from Rain,29-01  216 Street,Queens,5/1/14 3:04,5/1/14 5:25,40.77643631,-73.77018197
Utility-Power Outage,319  W 48 St,Manhattan,5/1/14 9:01,5/1/14 18:21,40.76137664,-73.98780257
Fire-1st Alarm,2655 Richmond Ave,Staten Island,5/1/14 18:24,5/1/14 19:59,40.58229084,-74.169057
Law Enforcement-Other,1 Police Plaza,Manhattan,7/3/15 15:07,7/3/15 15:25,40.71235599,-74.00089096
Structural-Collapse,40 Frank Ct.,Brooklyn,4/3/12 11:12,4/5/12 22:35,40.58761525,-73.92260256
Utility-Gas Main Rupture,241 Washington Avenue,Brooklyn,4/6/12 9:36,4/6/12 11:37,40.69128503,-73.96645717
HazMat-Overturned Gasoline Tanker,Bruckner Expressway & Cross Bronx Expressway,Bronx,4/7/12 12:06,4/7/12 19:21,,
Utility-Water Main,Murray Street & West Broadway,Manhattan,4/5/12 3:13,4/7/12 20:17,40.71438393,-74.0101291
Transportation-Train Subway,W 81 St & Central Park West,Manhattan,12/22/12 10:03,12/22/12 11:16,40.78202248,-73.97172308
Fire-2nd Alarm,520 Clinton Ave,Brooklyn,12/23/12 4:12,12/23/12 8:16,40.68264732,-73.96673914
Fire-2nd Alarm,9 Newport St,Brooklyn,12/18/12 18:24,12/24/12 18:03,40.65845036,-73.91519303
Fire-Sensitive Location,862 Glenmore Avenue,Brooklyn,12/25/12 7:05,12/25/12 7:56,40.67579985,-73.87821461
Structural-Collapse,743 Crown Street,Brooklyn,5/2/14 7:19,5/7/14 16:05,40.66531853,-73.93292242
Weather-Flooding,Rockaway Blvd & Brookville Blvd,Queens,12/9/14 11:10,12/9/14 20:18,,
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/16 3:40,,,
LawEnforcement-Suspicious Package,Doscher Street & Sutter Avenue,Brooklyn,4/7/12 22:01,4/7/12 23:15,40.67275468,-73.87204123
LawEnforcement-Suspicious Package,W 46th St & Broadway,Manhattan,4/8/12 16:10,4/8/12 16:14,40.75869473,-73.98533768
Structural-Scaffold,275 Convent Ave,Manhattan,12/26/12 19:54,12/26/12 21:47,40.82195556,-73.94818508
Utility-Light Pole,Harlem River Drive & W 155 St,Manhattan,12/26/12 20:19,12/26/12 22:15,,
LawEnforcement-Suspicious Vehicle,,Brooklyn,5/27/13 17:49,5/27/13 19:26,,
Structural-Collapse,2114 Fulton St.,Brooklyn,5/10/13 17:00,5/28/13 17:57,40.67840347,-73.91327127
Fire-4th Alarm,,Brooklyn,9/3/15 4:53,9/3/15 10:22,,
LawEnforcement-Suspicious Package,36-11 12 Street,Queens,5/24/11 15:44,5/24/11 17:58,40.7605022,-73.93932047
HazMat-Radiation,25-65 45 Street,Queens,5/24/11 14:31,5/24/11 19:05,40.764506,-73.908968
Fire-Hospital,550 1 Avenue,Manhattan,4/9/12 13:50,4/9/12 14:20,40.742293,-73.97459446
Structural-Life Safety Violations,184 Lafayette St.,Manhattan,4/4/12 15:41,4/9/12 21:51,40.72069457,-73.9985209
Utility-Water Main,West 48th Street  & 12th Avenue,Manhattan,12/26/12 12:19,12/27/12 10:30,40.76553005,-73.99767155
Utility-Water Service Line,319 West 48 Street,Manhattan,12/27/12 21:17,12/28/12 11:45,40.76137664,-73.98780257
Marine-Whale on Beach,Palmer Drive & Beach 222th Street,Queens,12/26/12 11:01,12/28/12 18:57,40.56113793,-73.92533245
Utility-Gas Service Line,253-50 149th Avenue,queens,9/4/15 10:58,9/4/15 12:24,40.65300564,-73.73639509
Fire-3rd Alarm,,Brooklyn,11/1/16 20:44,,,
Fire-Nursing Home,1325 Franklin Avenue,Bronx,5/25/11 15:46,5/25/11 16:57,40.83250862,-73.9013333
Structural-Truck Into Underpass,Washington St & Prospect St,Brooklyn,5/25/11 15:30,5/25/11 19:01,40.70073695,-73.98972871
LawEnforcement-Suspicious Package,W 43 ST & 10 AV,Manhattan,4/10/12 10:29,4/10/12 10:50,40.76030123,-73.99498249
HazMat-Fuel,88-42 181st St,Queens,4/10/12 16:44,4/10/12 18:17,40.71257413,-73.7815302
Fire-Brush,West Service Road  & Victory Blvd,Staten Island,4/9/12 11:51,4/11/12 10:01,,
LawEnforcement-Suspicious Package,8 West 9 St,Manhattan,12/29/12 8:06,12/29/12 17:05,40.73309259,-73.99652165
Transportation-Car,Brookville Blvd & Rockaway Blvd,Queens,12/30/12 5:14,12/30/12 6:04,,
Structural-Sidewalk Shed,1322 Bedford Ave,Brooklyn,12/31/12 23:15,1/1/13 0:42,40.67827281,-73.95290787
Fire-2nd Alarm,135  West  141 St,Manhattan,1/1/13 6:45,1/1/13 10:41,40.81822365,-73.93883429
Utility-Gas Service Line,625 8th Avenue,Manhattan,1/2/13 8:56,1/2/13 9:20,40.75619207,-73.99056478
Administration-Injured CIC,470 Clarkson Avenue,Brooklyn,9/25/13 7:24,9/25/13 12:28,40.65578085,-73.94398207
Structural-Partial Collapse,3106 Farrington Street,Queens,5/26/15 18:19,5/26/15 21:53,40.76889847,-73.83359212
Utility-Gas High Pressure,Foster Avenue  & Nostrand Avenue,Brooklyn,11/10/16 14:36,,,
Structural-Collapse,450 West 57th Street,Manhattan,5/25/11 22:49,5/26/11 10:55,40.76851838,-73.98716226
HazMat-Fuel,190-24 Woodhull Street,Queens,5/25/11 19:33,5/26/11 13:32,,
Structural-Elevator Incident,356 West 58th Street,Manhattan,4/12/12 11:27,4/12/12 12:16,40.76805137,-73.98394572
Rescue-High Angle,200 East 65th Street,Manhattan,4/13/12 10:24,4/13/12 11:46,40.76516199,-73.96351393
Fire-3rd Alarm,733 Beach Avenue,Bronx,12/31/12 6:07,1/2/13 9:42,40.81974559,-73.86354637
LawEnforcement-Device,36-60 Waldo Ave.,Bronx,1/4/13 15:11,1/4/13 15:32,40.88685079,-73.90439185
Medical-EMS MCI (Multiple Casualty Incident),Ocean Parkway  & Avenue U,Brooklyn,1/5/13 2:44,1/5/13 5:01,40.59783307,-73.96548505
Utility-Manhole,University Avenue & Tremont Ave,Bronx,1/6/13 19:08,1/6/13 21:24,40.85047845,-73.91542532
Rescue-Confined Space,626 1 ave,manhattan,2/13/15 9:58,2/13/15 11:09,40.74497143,-73.97263381
Fire-3rd Alarm,392 Leonard Street,Brooklyn,8/20/15 2:46,8/20/15 9:36,40.71829781,-73.94838111
Fire-3rd Alarm,90-11 175th Street,Queens,1/23/16 3:07,1/26/16 15:49,40.70963842,-73.78655353
Transportation-Missing Manhole Cover,,Bronx,11/9/13 6:22,12/17/13 18:31,40.83596404,-73.86993952
Law Enforcement-Suspicious Package,536 Third Avenue,Manhattan,6/6/14 2:20,6/6/14 3:13,40.74681143,-73.97734278
Structural-Falling Debris,40 West 57 Street,Manhattan,7/31/14 9:00,7/31/14 15:15,40.7635375,-73.97535165
Structural-Sidewalk Collapse,927 Broadway,Manhattan,10/29/16 12:13,,,
Fire-10-77 (Residential High Rise Fire),801 Co-op City Blvd,Bronx,7/31/14 17:14,8/3/14 10:57,40.87854743,-73.82804897
Transportation-Other,BQE & Sands Street,Brooklyn,12/26/14 23:31,12/27/14 9:28,40.69985258,-73.98466901
Utility-Water Main,1526 Hart Place,Brooklyn,12/25/14 9:10,12/27/14 13:10,40.58209571,-73.98400842
Fire-2nd Alarm,135-07 Liberty Avenue,Queens,12/31/14 0:59,12/31/14 4:26,40.69168208,-73.81169803
Utility-Manhole,West 47th Street & Broadway,New York,12/30/14 13:13,12/31/14 4:48,40.75940559,-73.9851029
HazMat-Fuel,,Manhattah,10/26/16 4:39,,,
Law Enforcement-Suspicious Package,Neptune Avenue  & West 6th Street,Brooklyn,7/5/16 14:08,7/5/16 15:04,40.77476739,-73.96577106
HazMat-High Carbon Monoxide,2815 Valentine Avenue,Bronx,7/5/16 16:13,7/5/16 17:10,40.86864407,-73.89070767
Fire-6th Alarm,9 West 29 Street,Manhattan,10/30/16 1:27,,40.78035675,-73.96563279
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/16 3:40,,,
HazMat-Fuel,West 68 Street & Broadway,Manhattan,5/26/11 12:13,5/26/11 14:57,40.77548661,-73.98216393
Fire-3rd Alarm,83-11 Northern Blvd.,Queens,5/26/11 12:46,5/26/11 17:19,40.75568689,-73.88423353
Rescue-Construction worker fell,24  John St,Manhattan,4/13/12 13:10,4/13/12 13:39,40.70976461,-74.00876496
Fire-1st Alarm,2340 Cropsey Avenue,Brooklyn,4/13/12 12:31,4/13/12 13:40,40.59493967,-73.99592032
Utility-Water Main,132  Beach  136 St,Queens,1/5/13 10:47,1/7/13 13:15,40.57243969,-73.85285332
Structural-Sidewalk Shed,79 Street & 4 Avenue,Brooklyn,1/7/13 16:36,1/7/13 21:25,40.62792094,-74.02626264
LawEnforcement-Suspicious Package,26 Federal Plaza,Manhattan,1/8/13 9:53,1/8/13 10:30,40.71601467,-74.00474362
Structural-Missing Construction Plate,132 West 10 St,Manhattan,1/8/13 19:50,1/8/13 20:40,40.73462422,-74.0003464
Fire-10-77 (Residential High Rise),135 Richards Street,Brooklyn,12/25/13 17:07,12/25/13 18:02,40.67720054,-74.01035058
Fire-2nd Alarm,108-43 66 Avenue,Queens,11/17/15 18:40,11/17/15 21:22,40.73075091,-73.84672353
Law Enforcement-Suspicious Package,1 pierrepont Place,Brooklyn,10/21/16 21:49,,,
Structural-Scaffold,1674 8th Avenue,Brooklyn,7/4/16 22:51,7/5/16 1:50,40.65992429,-73.98415556
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/16 3:40,,,
Medical-Other,,Brooklyn,11/30/16 14:45,11/30/16 16:13,,
Structural-Sidewalk Shed,97-15 Horace Harding Expressway,Queens,5/27/11 16:10,5/27/11 21:52,40.7352188,-73.86143177
Structural-Collapse,1054 Willoughby Ave,Brooklyn,4/13/12 19:29,4/13/12 20:49,40.69990185,-73.92706321
Fire-10-77 (Residential High Rise),2 Lexington Ave,Manhattan,4/14/12 1:51,4/14/12 6:29,40.73831501,-73.98561642
Structural-Scaffold,55 Broadway,Manhattan,1/9/13 10:19,1/9/13 11:01,40.70663796,-74.01263105
Fire-3rd Alarm,1029 42 Street,Brooklyn,1/4/13 6:54,1/9/13 14:23,40.64242723,-73.99379144
Administration-OEM Involved MVA,West Side Highway & West 17th Street,Manhattan,1/10/13 6:24,1/10/13 11:05,40.74470264,-74.00834732
Utility-Broken Hydrant,3rd Ave & East 117 St.,Manhattan,12/31/13 14:01,12/31/13 17:36,40.79862669,-73.93952048
Law Enforcement-Suspicious Package,480 Knickerbocker Avenue,Brooklyn,8/12/14 12:54,8/12/14 14:13,40.69846556,-73.91776756
Structural-Street Collapse,5 Avenue & 64 street,Brooklyn,8/4/15 7:36,,40.6372163,-74.01851972
Rescue-High Angle,Bronx River Ave & East 172 St,Bronx,7/17/16 18:43,7/17/16 19:31,,
Transportation-Truck,Park Avenue  & E 39th Street,Manhattan,1/11/13 7:28,1/11/13 11:30,40.75021799,-73.97905598
Structural-Crane,46-10 Center Blvd.,Queens,1/9/13 14:27,1/11/13 12:16,40.74704695,-73.95642855
LawEnforcement-Suspicious Substance,290 Broadway,Manhattan,5/30/13 11:12,5/31/13 12:56,40.71480693,-74.00576439
Structural-Bricks,414 Lenox Avenue,Manhattan,6/3/13 11:10,6/3/13 13:20,40.81134471,-73.94286854
LawEnforcement-Suspicious Package,35-01 23rd Avenue,Queens,10/24/13 10:26,10/24/13 10:47,40.77302175,-73.91096014
Fire-2nd Alarm,64 West 165th Street,Bronx,10/25/13 20:15,10/26/13 19:23,40.83370757,-73.92641061
Fire-1st Alarm,,Queens,10/28/13 16:52,10/28/13 18:00,40.64063378,-73.78651799
Weather-Severe Weather,,Bronx,10/28/13 21:15,,,
HazMat-Liquid,2007 Surf Ave,Brooklyn,10/28/13 23:03,,40.57485802,-73.98676392
Utility-Power Outage,14-60 Beach Channel Drive,Queens,7/9/16 11:24,7/9/16 12:48,40.60992025,-73.75360439
Law Enforcement-Suspicious Package,Jerome Avenue & East Fordham Road,Bronx,7/10/16 1:56,7/10/16 3:00,40.86275507,-73.90107874
Structural-Collapse,43-24 Northern Blvd.,Queens,5/28/11 8:12,5/28/11 12:11,40.75342531,-73.91984006
Structural-Falling Debris,237 Front Street,Brooklyn,5/29/11 6:57,5/30/11 11:01,40.70232823,-73.98378843
Structural-Life Safety Violations,9020 Flatlands Ave,Brooklyn,5/30/11 19:41,5/30/11 21:51,40.64037409,-73.9057431
Fire-Brush Fire 2nd Alarm Fire,East 106 Street & 5 Avenue,Manhattan,4/13/12 14:58,4/15/12 11:23,40.79428454,-73.95111031
HazMat-Diesel Fuel Spill,Cadman Plaza West & Pierrepont Street,Brooklyn,4/16/12 7:56,4/16/12 8:43,40.69456954,-73.99066726
Fire-School,850 Kent Avenue,Brooklyn,4/16/12 9:48,4/16/12 10:25,40.69541644,-73.95957084
Fire-2nd Alarm,672  Decatur Street,Brooklyn,1/11/13 11:39,1/11/13 13:18,40.68345032,-73.91590758
Rescue-Sidewalk Collapse,,Manhattan,1/11/13 21:45,1/12/13 0:26,40.76123438,-73.96388427
Fire-4th Alarm,42-02  Kissena Blvd,Queens,1/12/13 22:21,1/13/13 7:12,,
Fire-5th Alarm,41 Spring St.,Manhattan,1/10/13 18:53,1/13/13 13:03,40.72183084,-73.99595584
Fire-School,1750 Amsterdam Ave,Manhattan,1/14/13 3:03,1/14/13 4:56,,
LawEnforcement-Suspicious Package,Leroy St & Greenwich St,Manhattan,1/15/13 7:34,1/15/13 8:18,,
Utility-Transformer,38-08 Beach Channel Drive,Queens,7/16/16 13:17,7/16/16 21:37,40.59599032,-73.77083544
Utility-Power Outage,144-45 87 avenue,queens,7/18/16 0:11,7/18/16 2:50,40.7068168,-73.81172742
Transportation-Other,Astor Avenue & Gunther Avenue,Brooklyn,7/18/16 8:55,7/18/16 9:16,,
Law Enforcement-Suspicious Package,177 9th Avenue,Manhattan,7/20/16 8:11,7/20/16 9:00,40.74502131,-74.00241435
Transportation-Other,West 31st  & 7th Avenue,Manhattan,7/20/16 8:51,7/20/16 9:57,40.7491025,-73.99200582
Utility-Other,Ditmars Boulevard  & 24 street,queens,7/24/16 23:48,7/25/16 1:51,40.77926094,-73.91512943
Fire-Hospital,4141 Carpenter Avenue,Bronx,7/25/16 8:22,7/25/16 9:26,40.89256807,-73.86123398
Utility-Power Outage,2991 Frederick Douglas Boulevard,Manhattan,5/20/16 23:59,7/25/16 12:18,40.83098227,-73.93593895
Weather-Flooding,Belt Parkway & Flatbush Avenue,Brooklyn,7/25/16 21:20,7/25/16 23:45,40.59651127,-73.90787552
Structural-Stability Problem,823 Jefferson Ave,Brooklyn,7/28/16 18:21,7/28/16 20:28,40.68613844,-73.92529705
Law Enforcement-Haz Mat,West 40 Street,Manhattan,7/29/16 16:05,7/29/16 16:33,40.74233623,-74.02729613
Fire-2nd Alarm,129-13 135 Place,Queens,1/11/14 15:18,1/15/14 9:04,40.67208294,-73.80266168
Utility-Power Outage,1825 Eastchester Road,Bronx,7/23/14 14:33,7/23/14 16:39,40.85025147,-73.84489388
Structural-Falling Debris,1600 Broadway,Manhattan,10/1/14 8:49,10/1/14 12:02,40.76034973,-73.98471284
HazMat-High Carbon Monoxide,126-13 Merrick Blvd,Queens,10/1/14 13:37,10/1/14 14:58,40.6818874,-73.7660983
Fire-5th Alarm,265 Flatbush Avenue,Brooklyn,1/21/15 3:42,1/26/15 11:44,40.679754,-73.97470339
Fire-2nd Alarm,165 Cadman Plaza E,Brooklyn,1/27/15 14:21,1/27/15 14:23,40.6987525,-73.98986967
Utility-Water Main,653 11 Ave,New York,1/23/15 21:15,1/28/15 17:59,40.76431682,-73.9957836
Fire-2nd Alarm,158 West 15 Street,New York,1/29/15 12:26,1/30/15 4:33,40.73871388,-73.99795035
Structural-Scaffold,390 5 Avenue,Manhattan,10/12/15 2:14,10/12/15 13:10,40.74980708,-73.98408005
Utility-Water Main,281 Park Avenue South,Manhattan,8/2/16 5:02,8/2/16 13:00,40.73939111,-73.98693332
Utility-Power Outage,Fort Washington Ave & W 187 St,Manhattan,6/1/11 21:40,6/2/11 5:49,40.85513622,-73.93687724
Utility-Gas Main Rupture,Washington Street & Water Street,Brooklyn,6/2/11 8:27,6/2/11 10:55,40.703199,-73.98958407
Fire-2nd Alarm,804 Jefferson Ave,Brooklyn,4/16/12 16:33,4/16/12 21:44,40.68613834,-73.9251384
LawEnforcement-Device,Ave T & Flatbush Ave,Brooklyn,1/20/13 16:09,1/20/13 21:08,40.61146324,-73.92436494
HazMat-Chemical,431 West 54 Street,Manhattan,1/21/13 20:01,1/21/13 22:27,40.76643523,-73.98815182
Fire-4th Alarm,175 Bedford Avenue,Brooklyn,1/22/13 14:07,1/22/13 21:21,40.71810389,-73.95742148
Structural-Sidewalk Shed,20 Richmond Plaza,Bronx,1/24/13 12:49,1/24/13 14:20,40.85175437,-73.9227362
Utility-Dielectric Fluid Leak,West 50 Street & 11 Avenue,Manhattan,1/23/14 6:14,1/27/14 10:59,40.76588128,-73.9946319
LawEnforcement-Explosion,88 Lexington Avenue,Manhattan,1/27/14 12:29,1/27/14 19:54,40.7417017,-73.98316176
Utility-Water Main,West 103 Street & West End Avenue,Manhattan,1/25/14 23:33,1/28/14 9:34,40.79970085,-73.96996383
Utility-Water Service Line,247 21st Street,Brooklyn,1/27/14 15:31,1/28/14 18:15,40.66101484,-73.99285259
Fire-Manhole,515 W 171 St,Manhattan,2/1/14 12:46,2/1/14 18:40,40.84195848,-73.936138
Law Enforcement-Suspicious Package,567 Tompkins Avenue,Staten Island,8/6/14 7:18,8/6/14 7:47,40.61227588,-74.071051
HazMat-Solid,3030 Emmons Avenue,Brooklyn,10/20/14 15:33,10/20/14 18:29,40.58391905,-73.93788603
Law Enforcement-Suspicious Package,1115 Broadway,Manhattan,10/21/14 8:05,10/21/14 9:38,40.74291561,-73.9891845
Transportation-Train Subway,Crescent Street  & 42 road,Queens,2/2/15 11:07,2/3/15 10:37,40.74982066,-73.94128275
Fire-Haz Mat,610 West 163 Street,Manhattan,2/2/15 21:06,2/3/15 10:56,40.83808097,-73.9428239
Transportation-Train Subway,Lexington Avenue & East 59 Street,Manhattan,2/3/15 10:06,2/3/15 11:56,40.7622265,-73.96818664
Utility-Water Main,,Brooklyn,2/5/15 23:12,2/6/15 16:15,,
Rescue-Confined Space,156 Hope Street,Brooklyn,10/2/15 4:37,10/2/15 5:20,,
Structural-Collapse,2744 East 26 St,Brooklyn,7/1/16 19:06,7/1/16 19:21,40.58617247,-73.94306477
Fire-Nursing Home,3010 west 33 rd Street,Brooklyn,7/1/16 20:23,7/2/16 2:02,40.72857976,-73.99318363
HazMat-High Carbon Monoxide,611 Pennsylvania Avenue,Brooklyn,7/1/16 9:21,7/2/16 6:44,40.66232705,-73.89337416
Fire-2nd Alarm,169-08 111th Avenue,Queens,10/24/15 7:14,10/24/15 10:33,40.69395848,-73.78266222
Utility-Power Outage,211 8th Street,Brooklyn,12/22/15 10:16,12/22/15 11:56,40.67076386,-73.9877867
Rescue-Other,158 E 102 St,Manhattan,1/21/16 14:02,1/21/16 15:57,40.78949349,-73.94772643
Fire-3rd Alarm,15 Paerdegat 14 Street,Brooklyn,1/21/16 15:11,1/21/16 17:45,40.62751994,-73.90209748
Law Enforcement-Suspicious Package,220-16 137 Ave,Queens,2/29/16 14:58,2/29/16 16:10,40.67510303,-73.75076068
Structural-Street Collapse,462 West 52nd Street,Manhatan,2/29/16 7:05,3/1/16 0:08,40.76543904,-73.98972234
Fire-Haz Mat,2nd Avenue & 92nd Street,Manhattan,2/29/16 10:02,3/1/16 6:22,40.78168803,-73.94896026
Fire-Nursing Home,2099 Forest Avenue,Staten ISland,3/1/16 6:51,3/1/16 7:42,40.62640826,-74.15928354
Fire-Sensitive Location,188 EASTERN PARKWAY,Brooklyn,7/6/16 14:56,7/6/16 17:44,40.67194174,-73.96356132
Structural-Bricks,136 East 38 Street,Manhattan,7/6/16 16:49,7/6/16 19:38,40.74901012,-73.97811799
Fire-3rd Alarm,781 East 163 St.,Bronx,3/6/14 15:46,3/7/14 21:26,40.82268117,-73.90296293
Utility-Water Main,65 Avenue  & 171 Street,Queens,9/18/14 23:58,9/19/14 13:56,40.73652814,-73.79832111
Structural-Other,1295 Givan Avenue,Bronx,11/21/14 9:18,11/21/14 11:08,40.87328321,-73.84975411
Law Enforcement-Explosion,,Queens,11/21/14 15:15,11/21/14 15:44,40.65513,-73.79936
Utility-Water Service Line,135 West 52 St,Manhattan,2/21/15 19:51,2/22/15 8:54,40.76173526,-73.98088253
Utility-Other,415 Bleecker,Brooklyn,2/22/15 17:40,2/22/15 23:20,40.70305435,-73.91339789
Utility-Water Main,205 Prospect,Brooklyn,2/22/15 5:00,2/23/15 6:38,40.74656208,-73.98891729
HazMat-High Carbon Monoxide,31-11 32 Street,Queens,2/22/15 23:17,2/23/15 11:43,40.76343761,-73.92308052
Structural-Partial Collapse,331 Madison Ave,Manhattan,4/7/15 10:24,4/7/15 13:03,40.75337441,-73.97884926
Utility-Other,,Brooklyn,10/8/14 23:10,10/9/14 8:11,,
Transportation-Car,Flatbush Avenue & Avenue H,Brooklyn,11/27/14 23:49,,40.63170752,-73.94648098
Utility-Power Outage,711 East 108 St,Brooklyn,2/27/15 19:41,2/27/15 20:38,40.65030282,-73.89408891
Utility-Water Service Line,465 Hancock Street,Brooklyn,3/4/15 12:45,3/4/15 17:32,40.68404841,-73.93693824
Fire-2nd Alarm,70 Martense Street,Brooklyn,4/7/15 11:32,4/7/15 15:43,40.65132058,-73.95671091
Fire-3rd Alarm,261 Eldert Street,Brooklyn,4/7/15 13:27,4/8/15 6:02,40.69176378,-73.90813336
Law Enforcement-Other,85th Street & 37th Avenue,Queens,4/8/15 8:53,4/8/15 21:42,40.71400364,-73.82998933
Fire-2nd Alarm,44-08 74th Street,Queens,4/9/15 14:12,4/9/15 17:48,40.71400364,-73.82998933
Law Enforcement-Other,101 Warren Street,Staten Island,6/11/15 12:33,6/11/15 13:12,40.62034677,-74.0816427
Utility-Gas Service Line,148 West 15 St,Manhattan,10/29/13 19:17,10/30/13 1:58,40.73862879,-73.99774466
Utility-Gas Main Rupture,1192 Fairfax Avenue,Bronx,4/14/14 12:28,4/14/14 13:27,40.83690392,-73.82385608
Transportation-Train Subway,East 59 Street  & Lexington Avenue,Manhattan,4/14/14 15:58,4/14/14 17:40,40.7622265,-73.96818664
HazMat-High Carbon Monoxide,56 Elizabeth Street,Manhattan,10/27/14 18:54,10/27/14 21:02,40.71722241,-73.99654773
